City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition
526,Morehead,US,2022-05-22 21:13:42,37.2711,-87.1764,65.95,75,100,4.61,overcast clouds
527,Chirawa,IN,2022-05-22 21:13:42,28.2408,75.6448,88.07,19,4,15.17,clear sky
528,North Bend,US,2022-05-22 21:15:15,43.4065,-124.2243,72.25,91,0,14.97,clear sky
529,Matadi,CD,2022-05-22 21:13:43,-5.8167,13.45,72.57,86,68,4.56,broken clouds
530,Morrope,PE,2022-05-22 21:13:43,-6.5417,-80.0111,69.91,67,12,18.03,few clouds
531,Mujiayingzi,CN,2022-05-22 21:10:21,42.1167,118.7833,63.21,50,96,6.38,overcast clouds
532,Amos,CA,2022-05-22 21:13:43,48.5669,-78.1162,43.9,81,100,5.32,overcast clouds
533,Kaihua,CN,2022-05-22 21:13:44,23.3687,104.28,59.54,98,100,4.34,overcast clouds
534,Green River,US,2022-05-22 21:11:14,41.5286,-109.4662,59.18,26,92,1.99,overcast clouds
535,Tahta,EG,2022-05-22 21:13:44,26.7693,31.5021,75.25,21,0,10.27,clear sky
536,Murgab,TM,2022-05-22 21:13:44,37.4966,61.9714,65.16,29,0,7.65,clear sky
537,Tabou,CI,2022-05-22 21:13:45,4.423,-7.3528,76.08,85,100,4.76,light rain
538,Riohacha,CO,2022-05-22 21:13:45,11.5444,-72.9072,89.22,55,2,14.79,clear sky
539,Lavrentiya,RU,2022-05-22 21:20:16,65.5833,-171.0,39.11,81,100,8.46,overcast clouds
540,Chenove,FR,2022-05-22 21:13:45,47.2932,5.0046,67.42,68,0,1.14,clear sky
541,Mount Isa,AU,2022-05-22 21:13:46,-20.7333,139.5,55.17,88,1,6.91,clear sky
542,Sinnamary,GF,2022-05-22 21:13:46,5.3833,-52.95,78.55,86,95,6.38,light rain
543,Padang,ID,2022-05-22 21:20:16,-0.9492,100.3543,76.41,86,84,4.23,broken clouds
544,Barcelos,PT,2022-05-22 21:13:47,41.5388,-8.6151,64.85,95,62,4.56,broken clouds
545,Bereda,ES,2022-05-22 21:13:47,43.2686,-7.5406,60.42,99,100,2.77,overcast clouds
546,Aksarka,RU,2022-05-22 21:13:47,66.5606,67.7975,33.4,88,100,28.7,overcast clouds
547,Valleyview,CA,2022-05-22 21:13:48,55.0667,-117.2859,62.04,35,52,8.72,broken clouds
548,Vaitape,PF,2022-05-22 21:13:48,-16.5167,-151.75,80.8,72,12,15.05,few clouds
549,Ngemplak,ID,2022-05-22 21:13:49,-7.5497,110.7164,74.37,90,57,2.37,broken clouds
550,Las Choapas,MX,2022-05-22 21:13:49,17.9333,-94.0833,107.42,19,0,9.8,clear sky
551,Guiglo,CI,2022-05-22 21:13:49,6.5456,-7.4966,70.84,99,100,3.47,light rain
552,Gigmoto,PH,2022-05-22 21:13:49,13.7796,124.39,79.81,84,100,6.08,overcast clouds
553,Jak,HU,2022-05-22 21:13:50,47.1425,16.5815,53.15,68,54,5.99,broken clouds
554,Kaohsiung,TW,2022-05-22 21:13:50,22.6163,120.3133,78.04,90,69,3.44,broken clouds
555,Rafaela,AR,2022-05-22 21:20:17,-31.2503,-61.4867,68.99,40,28,1.99,scattered clouds
556,Zhigansk,RU,2022-05-22 21:10:43,66.7697,123.3711,38.93,69,94,5.41,overcast clouds
557,The Valley,AI,2022-05-22 21:10:31,18.217,-63.0578,83.82,74,20,13.8,few clouds
558,Omboue,GA,2022-05-22 21:13:51,-1.5746,9.2618,75.2,82,31,8.12,scattered clouds
559,Oussouye,SN,2022-05-22 21:13:51,12.485,-16.5469,78.98,71,77,11.14,broken clouds
560,Navahrudak,BY,2022-05-22 21:10:22,53.6,25.8333,46.49,91,100,4.65,overcast clouds
561,Nantucket,US,2022-05-22 21:15:37,41.2835,-70.0995,68.02,82,0,10.36,clear sky
562,Gravdal,NO,2022-05-22 21:13:52,68.1214,13.5031,44.49,100,75,2.3,light rain
563,Smidovich,RU,2022-05-22 21:13:52,48.6,133.8167,45.23,77,46,9.55,scattered clouds
564,Yalvac,TR,2022-05-22 21:13:52,38.2956,31.1778,52.66,81,10,1.72,clear sky
565,Ruteng,ID,2022-05-22 21:13:53,-8.6136,120.4721,60.85,93,15,1.05,few clouds
566,West Lorne,CA,2022-05-22 21:13:53,42.6001,-81.5998,54.68,66,100,11.59,overcast clouds
567,Ponta Delgada,PT,2022-05-22 21:20:19,37.7333,-25.6667,70.5,100,75,9.22,broken clouds
568,Havoysund,NO,2022-05-22 21:20:19,70.9963,24.6622,44.83,84,9,3.11,clear sky
569,Monywa,MM,2022-05-22 21:13:53,22.1167,95.1333,87.48,58,55,10.83,broken clouds
570,Tual,ID,2022-05-22 21:20:19,-5.6667,132.75,83.14,76,39,15.43,scattered clouds
571,Carballo,ES,2022-05-22 21:20:20,43.213,-8.691,61.02,93,62,2.48,broken clouds
572,Sanary-Sur-Mer,FR,2022-05-22 21:13:54,43.1178,5.8001,71.53,87,66,5.01,broken clouds
573,College,US,2022-05-22 21:17:33,64.8569,-147.8028,68.29,24,40,11.5,scattered clouds
574,Harper,LR,2022-05-22 21:13:54,4.375,-7.7169,75.69,87,100,4.97,light rain
575,Lebork,PL,2022-05-22 21:13:55,54.5392,17.7501,46.92,85,8,1.52,clear sky
576,Karwar,IN,2022-05-22 21:13:55,14.8,74.1333,79.43,84,100,4.74,overcast clouds
577,Ballina,AU,2022-05-22 21:20:21,-28.8667,153.5667,58.78,83,42,12.17,light rain
578,Bundaberg,AU,2022-05-22 21:13:56,-24.85,152.35,64.22,96,100,10.85,moderate rain
579,Kimbe,PG,2022-05-22 21:20:21,-5.5502,150.1429,77.29,90,51,3.09,broken clouds
580,Mehriz,IR,2022-05-22 21:13:56,31.5917,54.4318,64.9,15,0,0.74,clear sky
581,Pangnirtung,CA,2022-05-22 21:20:21,66.1451,-65.7125,31.37,87,92,5.1,overcast clouds
582,Koubia,GN,2022-05-22 21:13:56,11.5833,-11.9,78.44,52,77,4.14,broken clouds
583,Guilin,CN,2022-05-22 21:13:57,25.2819,110.2864,63.55,99,100,0.34,overcast clouds
584,Mishelevka,RU,2022-05-22 21:13:57,52.8575,103.1719,52.74,87,98,5.79,overcast clouds
585,Altamira,BR,2022-05-22 21:13:57,-3.2033,-52.2064,79.25,73,99,1.14,overcast clouds
586,Henties Bay,NA,2022-05-22 21:20:22,-22.116,14.2845,59.85,71,3,6.44,clear sky
587,Biltine,TD,2022-05-22 21:13:58,14.5333,20.9167,89.53,13,42,14.83,scattered clouds
588,Chimbote,PE,2022-05-22 21:13:58,-9.0853,-78.5783,67.62,76,51,9.19,broken clouds
589,Shingu,JP,2022-05-22 21:20:22,33.7333,135.9833,64.51,75,1,5.91,clear sky
590,Ngatea,NZ,2022-05-22 21:13:59,-37.2833,175.5,57.04,93,93,4.94,overcast clouds
591,Walvis Bay,NA,2022-05-22 21:13:59,-22.9575,14.5053,61.09,38,6,8.21,clear sky
592,Havelock,US,2022-05-22 21:14:00,34.8791,-76.9013,82.98,80,100,11.01,overcast clouds
593,Inongo,CD,2022-05-22 21:14:00,-1.95,18.2667,71.11,96,96,3.24,light rain
594,Palmer,US,2022-05-22 21:20:23,42.1584,-72.3287,93.78,43,40,16.11,scattered clouds
595,Fomboni,KM,2022-05-22 21:14:00,-12.28,43.7425,80.29,75,85,12.59,overcast clouds
596,Joshimath,IN,2022-05-22 21:14:01,30.5667,79.5667,57.6,81,70,2.04,broken clouds
597,Marawi,PH,2022-05-22 21:14:01,7.9986,124.2928,69.85,91,99,2.48,overcast clouds
598,Maniitsoq,GL,2022-05-22 21:20:23,65.4167,-52.9,33.04,99,100,18.97,snow
599,Rio Gallegos,AR,2022-05-22 21:20:24,-51.6226,-69.2181,39.25,60,0,11.5,clear sky
600,Mabaruma,GY,2022-05-22 21:14:01,8.2,-59.7833,73.08,99,100,4.45,overcast clouds
601,Sao Gabriel Da Cachoeira,BR,2022-05-22 21:14:02,-0.1303,-67.0892,78.28,78,76,1.34,broken clouds
602,Balkanabat,TM,2022-05-22 21:09:10,39.5108,54.3671,72.37,29,16,17.69,few clouds
603,Kang,BW,2022-05-22 21:11:17,-23.6752,22.7876,49.62,59,1,5.1,clear sky
604,Presidencia Roque Saenz Pena,AR,2022-05-22 21:14:02,-26.7852,-60.4388,66.58,55,0,6.24,clear sky
605,Inverell,AU,2022-05-22 21:14:03,-29.7833,151.1167,58.66,89,98,4.0,overcast clouds
606,La Ronge,CA,2022-05-22 21:14:03,55.1001,-105.2842,58.53,25,100,11.34,overcast clouds
607,Akhmim,EG,2022-05-22 21:14:03,26.5622,31.745,74.91,21,0,8.9,clear sky
608,Tucuman,AR,2022-05-22 21:10:11,-26.8241,-65.2226,75.2,41,0,2.3,clear sky
609,Krasnyy Yar,RU,2022-05-22 21:14:04,46.5331,48.3456,57.13,78,29,7.14,scattered clouds
610,Dudinka,RU,2022-05-22 21:09:57,69.4058,86.1778,33.62,100,100,6.26,overcast clouds
611,Dorokhovo,RU,2022-05-22 21:14:04,55.5506,36.3744,33.51,80,9,4.68,clear sky
612,Imbituba,BR,2022-05-22 21:14:05,-28.24,-48.6703,65.86,92,99,3.58,overcast clouds
613,Mana,GF,2022-05-22 21:14:05,5.6592,-53.7767,78.04,85,97,3.6,overcast clouds
614,Labytnangi,RU,2022-05-22 21:20:25,66.6572,66.4183,32.67,87,100,33.62,overcast clouds
615,Papara,BR,2022-05-22 21:14:05,-3.9839,-38.7273,79.2,90,12,3.11,few clouds
616,Moa,CU,2022-05-22 21:14:06,20.6569,-74.9403,82.24,70,98,12.82,overcast clouds
617,Tafresh,IR,2022-05-22 21:14:06,34.692,50.013,62.11,24,2,2.19,clear sky
618,Sambava,MG,2022-05-22 21:14:07,-14.2667,50.1667,71.98,87,23,10.04,light rain
619,Yalutorovsk,RU,2022-05-22 21:14:07,56.6536,66.3006,42.75,87,91,11.54,overcast clouds
620,Lysyye Gory,RU,2022-05-22 21:14:07,51.5506,44.8414,47.01,94,100,4.36,overcast clouds
621,Mananjary,MG,2022-05-22 21:14:08,-21.2167,48.3333,67.73,94,17,4.7,few clouds
622,Bagdarin,RU,2022-05-22 21:14:08,54.4333,113.6,38.61,87,42,1.45,scattered clouds
623,Kharan,PK,2022-05-22 21:14:09,28.5833,65.4167,79.45,12,0,7.36,clear sky
624,Tandalti,SD,2022-05-22 21:14:09,13.0167,31.8667,86.16,17,100,11.34,overcast clouds
625,Luganville,VU,2022-05-22 21:14:09,-15.5333,167.1667,79.11,87,11,1.88,few clouds
626,Novaya Lyalya,RU,2022-05-22 21:14:09,59.055,60.599,31.98,96,23,6.91,few clouds
627,Broken Hill,AU,2022-05-22 21:14:10,-31.95,141.4333,53.56,81,2,6.26,clear sky
628,Kutum,SD,2022-05-22 21:14:10,14.2,24.6667,77.9,18,38,6.2,scattered clouds
629,Vostochnyy,RU,2022-05-22 21:14:11,55.8167,37.8667,41.27,73,37,4.52,scattered clouds
630,Malinovskiy,RU,2022-05-22 21:14:11,61.1953,62.8397,35.87,97,100,9.04,overcast clouds
631,Sioux Lookout,CA,2022-05-22 21:17:36,50.1001,-91.917,55.47,26,75,12.66,broken clouds
632,Ljungby,SE,2022-05-22 21:14:12,56.8332,13.9408,54.16,86,35,4.43,scattered clouds
633,Santa Maria,BR,2022-05-22 21:14:12,-29.6842,-53.8069,56.37,87,70,3.91,broken clouds
634,Noumea,NC,2022-05-22 21:14:12,-22.2763,166.4572,77.0,99,46,6.26,light rain
635,Salamiyah,SY,2022-05-22 21:14:13,35.0113,37.0532,60.21,71,0,18.86,clear sky
636,Lidkoping,SE,2022-05-22 21:14:13,58.5052,13.1577,53.62,91,6,1.66,clear sky
637,Conde,BR,2022-05-22 21:20:27,-7.2597,-34.9075,78.26,89,75,10.36,broken clouds
638,Fiumicino,IT,2022-05-22 21:14:14,41.7675,12.2291,72.01,84,0,3.44,clear sky
639,Wanaka,NZ,2022-05-22 21:14:14,-44.7,169.15,40.46,76,5,3.24,clear sky
640,Tateyama,JP,2022-05-22 21:14:14,34.9833,139.8667,66.31,88,9,7.31,clear sky
641,Zlitan,LY,2022-05-22 21:14:14,32.4674,14.5687,69.31,48,0,6.64,clear sky
642,Karatsu,JP,2022-05-22 21:14:15,33.4425,129.9697,64.9,26,100,4.16,overcast clouds
643,Sobolevo,RU,2022-05-22 21:20:28,54.4299,31.8996,40.24,71,9,5.84,clear sky
644,Severo-Yeniseyskiy,RU,2022-05-22 21:14:15,60.3725,93.0408,41.34,90,0,2.95,clear sky
645,Kavaratti,IN,2022-05-22 21:14:16,10.5669,72.642,82.96,80,96,17.74,overcast clouds
646,Bantva,IN,2022-05-22 21:14:16,21.4864,70.0689,83.52,70,32,18.14,scattered clouds
647,Peschanokopskoye,RU,2022-05-22 21:14:16,46.1961,41.0775,54.5,91,100,8.57,overcast clouds
648,Verkhnetulomskiy,RU,2022-05-22 21:14:17,68.6073,31.7962,37.53,99,100,2.37,overcast clouds
649,Nerchinskiy Zavod,RU,2022-05-22 21:14:17,51.3088,119.61,46.6,75,98,2.71,overcast clouds
650,Moose Factory,CA,2022-05-22 21:14:17,51.2585,-80.6094,50.36,45,100,4.29,overcast clouds
651,Jieshi,CN,2022-05-22 21:14:18,22.8134,115.8257,75.94,89,100,13.49,overcast clouds
652,Soe,ID,2022-05-22 21:14:18,-9.8607,124.284,64.04,94,40,4.25,scattered clouds
653,Berdigestyakh,RU,2022-05-22 21:14:18,62.0989,126.6992,44.22,81,18,3.13,few clouds
654,Amot,NO,2022-05-22 21:14:19,59.5714,7.9877,49.15,78,100,3.69,overcast clouds
655,Awjilah,LY,2022-05-22 21:14:19,29.1081,21.2869,73.17,27,0,8.99,clear sky
656,Antsohihy,MG,2022-05-22 21:14:19,-14.8796,47.9875,75.02,63,96,7.63,overcast clouds
657,Olinda,BR,2022-05-22 21:20:29,-8.0089,-34.8553,82.13,74,75,16.11,broken clouds
658,Christiana,ZA,2022-05-22 21:14:20,-27.914,25.1611,52.38,72,7,8.39,clear sky
659,Winona,US,2022-05-22 21:11:14,43.9666,-91.7668,55.42,64,100,7.29,overcast clouds
660,Dunmore Town,BS,2022-05-22 21:11:15,25.5,-76.65,78.89,78,100,16.4,overcast clouds
661,Kenai,US,2022-05-22 21:20:30,60.5544,-151.2583,69.03,29,0,10.36,clear sky
662,Chor,PK,2022-05-22 21:14:20,25.5167,69.7667,83.61,76,2,22.75,clear sky
663,Columbia,US,2022-05-22 21:14:21,34.0007,-81.0348,89.08,53,20,13.8,few clouds
664,Kaabong,UG,2022-05-22 21:14:21,3.4836,34.1492,65.46,75,52,4.34,light rain
665,Aconibe,GQ,2022-05-22 21:14:21,1.2968,10.9369,67.44,99,57,2.46,moderate rain
666,Ust-Kuyga,RU,2022-05-22 21:14:22,70.0167,135.6,33.13,88,98,2.15,overcast clouds
667,Port Augusta,AU,2022-05-22 21:20:30,-32.5,137.7667,60.24,70,99,4.27,overcast clouds
668,Zaozerne,UA,2022-05-22 21:14:22,45.1582,33.2787,58.42,77,33,10.47,scattered clouds
669,Novokayakent,RU,2022-05-22 21:14:22,42.3937,47.9861,62.33,61,0,1.79,clear sky
670,Avera,US,2022-05-22 21:20:31,33.194,-82.5271,91.38,33,100,9.89,overcast clouds
671,Coquimbo,CL,2022-05-22 21:20:31,-29.9533,-71.3436,62.33,72,0,10.36,clear sky
672,Aksu,CN,2022-05-22 21:14:23,41.1231,80.2644,76.19,24,100,13.06,overcast clouds
673,Pindiga,NG,2022-05-22 21:14:23,9.9833,10.9333,82.04,52,84,9.44,light rain
674,Opunake,NZ,2022-05-22 21:14:24,-39.4556,173.8583,54.84,64,61,14.54,broken clouds
675,Kamenka,RU,2022-05-22 21:09:26,51.3223,42.7678,44.19,94,89,6.67,overcast clouds
676,Lewistown,US,2022-05-22 21:20:32,40.5992,-77.5714,83.61,54,20,12.66,few clouds
677,Vila Velha,BR,2022-05-22 21:16:34,-20.3297,-40.2925,73.35,73,75,5.75,broken clouds
678,Los Llanos De Aridane,ES,2022-05-22 21:14:24,28.6585,-17.9182,65.95,87,100,18.41,overcast clouds
679,Bilma,NE,2022-05-22 21:14:25,18.6853,12.9164,89.04,10,96,5.73,overcast clouds
680,Hong Gai,VN,2022-05-22 21:14:25,20.956,107.0946,78.71,94,96,3.65,moderate rain
681,Laguna,US,2022-05-22 21:20:34,38.421,-121.4238,91.29,19,0,8.05,clear sky
682,Luanda,AO,2022-05-22 21:17:49,-8.8368,13.2343,73.4,83,20,6.91,few clouds
683,Shinjo,JP,2022-05-22 21:14:25,38.7586,140.3008,53.38,98,100,3.58,light rain
684,Severnoye,RU,2022-05-22 21:14:26,56.3491,78.3619,47.73,62,76,12.3,broken clouds
685,Erzin,TR,2022-05-22 21:14:26,36.9559,36.2,61.68,84,49,4.21,scattered clouds
686,Esil,KZ,2022-05-22 21:14:26,51.9556,66.4042,49.28,62,99,7.43,overcast clouds
687,Oistins,BB,2022-05-22 21:14:27,13.0667,-59.5333,82.49,74,40,18.41,scattered clouds
688,Swedru,GH,2022-05-22 21:14:27,5.5371,-0.6998,72.52,94,95,4.16,overcast clouds
689,Concepcion,CL,2022-05-22 21:12:11,-36.827,-73.0498,53.4,100,100,6.91,moderate rain
690,Bakuriani,GE,2022-05-22 21:14:28,41.7497,43.5325,47.21,97,100,3.49,overcast clouds
691,Tilichiki,RU,2022-05-22 21:20:37,60.4667,166.1,40.42,74,0,4.21,clear sky
692,Srednekolymsk,RU,2022-05-22 21:20:38,67.45,153.6833,54.21,43,72,14.05,broken clouds
693,Dandong,CN,2022-05-22 21:14:28,40.1292,124.3947,57.42,90,31,2.42,scattered clouds
694,Lewisporte,CA,2022-05-22 21:11:24,49.2499,-55.0482,61.56,68,95,8.93,overcast clouds
695,Jiayuguan,CN,2022-05-22 21:14:28,39.8167,98.3,60.17,29,11,4.29,few clouds
696,Khasan,RU,2022-05-22 21:14:29,42.4308,130.6434,52.79,76,10,3.74,clear sky
697,Belle Glade,US,2022-05-22 21:14:29,26.6845,-80.6676,89.02,52,46,13.89,scattered clouds
698,Dovers,VC,2022-05-22 21:14:29,12.8833,-61.1833,80.35,75,48,15.84,scattered clouds
699,Handan,CN,2022-05-22 21:14:30,36.6006,114.4678,70.14,54,2,8.25,clear sky
700,Merauke,ID,2022-05-22 21:14:30,-8.4667,140.3333,78.58,85,21,11.18,few clouds
701,Novobirilyussy,RU,2022-05-22 21:20:41,56.9514,90.6661,51.03,60,100,5.44,overcast clouds
702,El Alto,PE,2022-05-22 21:14:30,-4.2714,-81.2147,69.55,75,27,20.45,scattered clouds
703,Mezen,RU,2022-05-22 21:20:41,65.8522,44.24,28.54,81,93,13.24,overcast clouds
704,Hay River,CA,2022-05-22 21:17:51,60.8156,-115.7999,42.78,65,75,6.91,broken clouds
705,Paso De Los Toros,UY,2022-05-22 21:14:31,-32.8167,-56.5167,55.96,79,14,6.38,few clouds
706,Tadine,NC,2022-05-22 21:14:31,-21.55,167.8833,76.39,84,57,7.7,broken clouds
707,Nambucca Heads,AU,2022-05-22 21:14:32,-30.65,153.0,59.16,96,100,9.91,light rain
708,High Level,CA,2022-05-22 21:10:05,58.5169,-117.136,57.38,33,77,6.53,broken clouds
709,Whyalla,AU,2022-05-22 21:14:32,-33.0333,137.5833,61.03,71,74,5.5,broken clouds
710,Aborlan,PH,2022-05-22 21:14:33,9.4352,118.5492,78.42,85,97,0.87,overcast clouds
711,Peleduy,RU,2022-05-22 21:14:33,59.6289,112.7406,44.1,93,89,1.72,overcast clouds
712,Merritt Island,US,2022-05-22 21:14:33,28.5392,-80.672,91.49,66,0,13.8,clear sky
